linkID,venue1,venue2
2783,collection0058,collection0108
2784,collection0861,collection1489
2785,collection0301,collection1043
2786,collection0278,collection2135
2787,collection0739,collection1198
2788,collection0166,collection0713
2789,collection0008,collection0258
2790,collection0073,collection0187
2791,collection0006,collection0556
2792,collection0841,collection1585
2793,collection0166,collection0504
2794,collection0039,collection0105
2795,collection0022,collection0895
2796,collection0242,collection0407
2797,collection0701,collection0855
2798,collection0100,collection1489
2799,collection0038,collection1348
2800,collection0001,collection1989
2801,collection0148,collection1146
2802,collection1348,collection1454
2803,collection0097,collection0183
2804,collection0280,collection0984
2805,collection0021,collection0818
2806,collection0002,collection0067
2807,collection0634,collection1412
2808,collection0464,collection1348
2809,collection0097,collection0647
2810,collection0058,collection0500
2811,collection0017,collection0209
2812,collection0028,collection0276
2813,collection0045,collection0095
2814,collection0159,collection1132
2815,collection0166,collection1216
2816,collection0703,collection1167
2817,collection0039,collection0414
2818,collection0874,collection1031
2819,collection0521,collection0905
2820,collection0258,collection1487
2821,collection0008,collection0272
2822,collection0608,collection0831
2823,collection0008,collection0052
2824,collection0287,collection1378
2825,collection0521,collection0749
2826,collection0011,collection0256
2827,collection0058,collection0548
2828,collection0100,collection0428
2829,collection0727,collection0858
2830,collection0980,collection1207
2831,collection0148,collection1630
2832,collection0011,collection0485
2833,collection0166,collection0284
2834,collection0006,collection1033
2835,collection0011,collection0032
2836,collection0019,collection0859
2837,collection0100,collection1487
2838,collection0653,collection0896
2839,collection0010,collection0108
2840,collection0268,collection0578
2841,collection0001,collection0008
2842,collection0007,collection1198
2843,collection0647,collection2047
2844,collection1243,collection2304
2845,collection0059,collection0371
2846,collection0085,collection0424
2847,collection0100,collection2023
2848,collection0590,collection1061
2849,collection0130,collection0779
2850,collection0746,collection0995
2851,collection1280,collection1838
2852,collection0818,collection1618
2853,collection0525,collection0940
2854,collection0238,collection0242
2855,collection0336,collection0424
2856,collection0647,collection2018
2857,collection0219,collection0548
2858,collection0756,collection1146
2859,collection0325,collection0818
2860,collection0021,collection0581
2861,collection0238,collection1207
2862,collection0198,collection0315
2863,collection0095,collection1146
2864,collection0073,collection1210
2865,collection0002,collection0823
2866,collection1641,collection1804
2867,collection0008,collection2008
2868,collection0556,collection1092
2869,collection0229,collection2012
2870,collection0014,collection0151
2871,collection0032,collection1113
2872,collection0011,collection1489
2873,collection0710,collection1946
2874,collection1146,collection1630
2875,collection0710,collection1121
2876,collection0010,collection0159
2877,collection0166,collection0548
2878,collection0198,collection0566
2879,collection0001,collection1043
2880,collection0055,collection0521
2881,collection0280,collection1989
2882,collection1146,collection2047
2883,collection0043,collection0209
2884,collection0048,collection0238
2885,collection0002,collection0014
2886,collection0041,collection0420
2887,collection0185,collection0187
2888,collection1441,collection1780
2889,collection0181,collection0219
2890,collection0514,collection1280
2891,collection1130,collection1194
2892,collection0542,collection0876
2893,collection0855,collection1036
2894,collection0082,collection1020
2895,collection0363,collection1167
2896,collection0585,collection1348
2897,collection0831,collection0874
2898,collection0037,collection1768
2899,collection0189,collection0198
2900,collection0077,collection1092
2901,collection0363,collection1061
2902,collection1348,collection1768
2903,collection0764,collection1194
2904,collection0187,collection0404
2905,collection0107,collection0965
2906,collection0244,collection0481
2907,collection0044,collection0638
2908,collection0674,collection1373
2909,collection0004,collection0019
2910,collection0043,collection0342
2911,collection0071,collection0219
2912,collection0055,collection2304
2913,collection0346,collection0773
2914,collection0003,collection0970
2915,collection0282,collection0713
2916,collection0013,collection0931
2917,collection0166,collection0278
2918,collection0034,collection0527
2919,collection0566,collection1153
2920,collection0858,collection0969
2921,collection0287,collection0371
2922,collection0269,collection0746
2923,collection0056,collection0831
2924,collection0061,collection0928
2925,collection0006,collection0160
2926,collection0111,collection0354
2927,collection0242,collection0428
2928,collection0268,collection0710
2929,collection0014,collection0015
2930,collection0856,collection1036
2931,collection0371,collection1130
2932,collection0166,collection1372
2933,collection0287,collection0351
2934,collection0126,collection1989
2935,collection0162,collection0183
2936,collection0054,collection1383
2937,collection0014,collection0710
2938,collection0176,collection0268
2939,collection0155,collection1382
2940,collection0073,collection0341
2941,collection0041,collection1210
2942,collection0002,collection0950
2943,collection0514,collection0537
2944,collection0021,collection0256
2945,collection0841,collection1489
2946,collection0094,collection0231
2947,collection0190,collection0298
2948,collection0521,collection1640
2949,collection0464,collection1146
2950,collection0647,collection0748
2951,collection0414,collection0858
2952,collection0052,collection0462
2953,collection0547,collection0739
2954,collection0014,collection0030
2955,collection0151,collection0364
2956,collection0246,collection0514
2957,collection0109,collection0466
2958,collection0007,collection0332
2959,collection0095,collection0133
2960,collection0015,collection1033
2961,collection0701,collection0791
2962,collection0244,collection0407
2963,collection0017,collection0282
2964,collection0089,collection0174
2965,collection0063,collection0791
2966,collection0008,collection0034
2967,collection0089,collection0093
2968,collection0488,collection0748
2969,collection0162,collection0748
2970,collection0002,collection2279
2971,collection0721,collection1184
2972,collection0179,collection1207
2973,collection0159,collection0414
2974,collection0750,collection1378
2975,collection0342,collection1630
2976,collection0220,collection0272
2977,collection0346,collection1185
2978,collection0351,collection0404
2979,collection0116,collection0502
2980,collection0858,collection2040
2981,collection0017,collection0726
2982,collection0013,collection0764
2983,collection0179,collection1036
2984,collection1325,collection1768
2985,collection0375,collection1790
2986,collection1043,collection1160
2987,collection0113,collection1382
2988,collection0375,collection1537
2989,collection0284,collection1626
2990,collection0058,collection0428
2991,collection0214,collection0749
2992,collection0109,collection0129
